Retorno,varianza
0.10080808080808079,0.9840969503801085
0.10373737373737373,0.9286203672350399
0.10666666666666666,0.8765168314564917
0.10959595959595958,0.8278375105862259
0.11252525252525251,0.7825639584183735
0.11545454545454543,0.7406962216953394
0.11838383838383837,0.702311113488519
0.1213131313131313,0.667264004277244
0.12424242424242422,0.6354646300946837
0.12717171717171716,0.6063696284012626
0.1301010101010101,0.5796876314844166
0.13303030303030303,0.5554186380657113
0.13595959595959595,0.5335626492720811
0.1388888888888889,0.5141196642805831
0.14181818181818182,0.4970896834706548
0.14474747474747474,0.4824727068225426
0.14767676767676768,0.47028430224889406
0.1506060606060606,0.46002051139626304
0.15353535353535352,0.4505865391037433
0.15646464646464647,0.44194109238974677
0.1593939393939394,0.4340003645849273
0.1623232323232323,0.42684776012958675
0.16525252525252526,0.42045555061831413
0.16818181818181818,0.41489257727671136
0.1711111111111111,0.4100315558675873
0.17404040404040405,0.4059309768445207
0.17696969696969697,0.40259117958137647
0.1798989898989899,0.4000114178568427
0.1828282828282828,0.3981920872479016
0.18575757575757576,0.39707126786141883
0.18868686868686868,0.3968347671701324
0.1916161616161616,0.39714342903002087
0.19454545454545455,0.3985193276052458
0.19747474747474747,0.4005023008482414
0.2004040404040404,0.4032457207002623
0.20333333333333334,0.4067495846230439
0.20626262626262626,0.4110138944055402
0.20919191919191918,0.4160386654613122
0.21212121212121213,0.42182390673592907
0.21505050505050505,0.42836964772652
0.21797979797979797,0.43559979248685965
0.2209090909090909,0.4437424042711011
0.22383838383838384,0.4524961003666147
0.22676767676767676,0.4620849391878378
0.22969696969696968,0.47250430490285594
0.23262626262626263,0.4835460250267915
0.23555555555555555,0.49548134087453655
0.23848484848484847,0.5081105238061493
0.24141414141414141,0.5214444097998867
0.24434343434343433,0.5356506668991372
0.24727272727272726,0.5505611506633289
0.2502020202020202,0.5662320802944469
0.2531313131313131,0.5826634557521332
0.25606060606060604,0.5998552768284601
0.258989898989899,0.6178075432176343
0.2619191919191919,0.6365202546290746
0.26484848484848483,0.6559931175039928
0.2677777777777778,0.6762267335472187
0.2707070707070707,0.6973368335576329
0.2736363636363636,0.7200107037637826
0.27656565656565657,0.7443614101431427
0.27949494949494946,0.770388952695713
0.2824242424242424,0.7980933314214941
0.28535353535353536,0.8274745463204858
0.28828282828282825,0.8585325973926872
0.2912121212121212,0.8912674846381
0.29414141414141415,0.9256792080567229
0.29707070707070704,0.9617826935422878
0.3,1.0
